지점,지점명,일시,강수량(mm),강수량 QC플래그,적설(cm),3시간신적설(cm),현상번호(국내식)
108,서울,2024-02-14 23:00,,,,,19
108,서울,2024-02-15 00:00,,,,,19
108,서울,2024-02-15 01:00,,,,,19
108,서울,2024-02-15 02:00,,9,,,1902
108,서울,2024-02-15 03:00,0,,,,1902
108,서울,2024-02-15 04:00,,9,,,1902
108,서울,2024-02-15 05:00,,9,,,1902
108,서울,2024-02-15 06:00,0,,,,1902
108,서울,2024-02-15 07:00,,9,,,1902
108,서울,2024-02-15 08:00,,9,,,1902
108,서울,2024-02-15 09:00,.1,,,,19160201
108,서울,2024-02-15 10:00,,9,,,1901
108,서울,2024-02-15 11:00,,9,,,1901
108,서울,2024-02-15 12:00,4.6,,,,1901
108,서울,2024-02-15 13:00,,9,,,190601
108,서울,2024-02-15 14:00,,9,1,,190605
108,서울,2024-02-15 15:00,6.2,,1,1.5,1905
108,서울,2024-02-15 16:00,,9,.5,,19
108,서울,2024-02-15 17:00,,9,,,
108,서울,2024-02-15 18:00,,9,,,
108,서울,2024-02-15 19:00,,9,,,
108,서울,2024-02-15 20:00,,9,,,
108,서울,2024-02-15 21:00,,9,,,
108,서울,2024-02-15 22:00,,9,,,
108,서울,2024-02-15 23:00,,9,,,
108,서울,2024-02-16 00:00,,9,,,
108,서울,2024-02-17 00:00,,,,,19
108,서울,2024-02-17 01:00,,,,,19
108,서울,2024-02-17 02:00,,,,,19
108,서울,2024-02-17 03:00,,,,,19
108,서울,2024-02-17 04:00,,,,,19
108,서울,2024-02-17 05:00,,,,,19
108,서울,2024-02-17 06:00,,,,,19
108,서울,2024-02-17 07:00,,,,,19
108,서울,2024-02-17 08:00,,,,,19
108,서울,2024-02-17 09:00,,,,,19
108,서울,2024-02-17 10:00,,,,,19
108,서울,2024-02-17 11:00,,,,,19
108,서울,2024-02-17 20:00,,,,,40
108,서울,2024-02-17 21:00,,,,,40
108,서울,2024-02-17 22:00,,,,,40
108,서울,2024-02-17 23:00,,,,,19
108,서울,2024-02-18 00:00,,,,,19
108,서울,2024-02-18 01:00,,,,,19
108,서울,2024-02-18 02:00,,,,,19
108,서울,2024-02-18 03:00,,,,,19
108,서울,2024-02-18 04:00,,,,,19
108,서울,2024-02-18 05:00,,,,,19
108,서울,2024-02-18 06:00,,,,,19
108,서울,2024-02-18 07:00,,,,,19
108,서울,2024-02-18 08:00,,,,,19
108,서울,2024-02-18 09:00,,,,,19
108,서울,2024-02-18 10:00,,,,,19
108,서울,2024-02-18 14:00,,9,,,01
108,서울,2024-02-18 15:00,0,,,,01
108,서울,2024-02-18 16:00,,9,,,01
108,서울,2024-02-18 17:00,,9,,,01
108,서울,2024-02-18 18:00,5,,,,1901
108,서울,2024-02-18 19:00,,9,,,1901
108,서울,2024-02-18 20:00,,9,,,1901
108,서울,2024-02-18 21:00,2.7,,,,1901
108,서울,2024-02-18 22:00,,9,,,1901
108,서울,2024-02-18 23:00,,9,,,1901
108,서울,2024-02-19 00:00,9.4,,,,1901
108,서울,2024-02-19 01:00,,9,,,1901
108,서울,2024-02-19 02:00,,9,,,1901
108,서울,2024-02-19 03:00,5.8,,,,1901
108,서울,2024-02-19 04:00,,9,,,1901
108,서울,2024-02-19 05:00,,9,,,191601
108,서울,2024-02-19 06:00,1.5,,,,160201
108,서울,2024-02-19 07:00,,9,,,191602
108,서울,2024-02-19 08:00,,9,,,191602
108,서울,2024-02-19 09:00,.2,,,,1602
108,서울,2024-02-19 10:00,,9,,,1602
108,서울,2024-02-19 11:00,,9,,,1602
108,서울,2024-02-19 12:00,.2,,,,1602
108,서울,2024-02-19 13:00,,9,,,1602
108,서울,2024-02-19 14:00,,9,,,191602
108,서울,2024-02-19 15:00,.6,,,,1902
108,서울,2024-02-19 16:00,,9,,,1902
108,서울,2024-02-19 17:00,,9,,,1902
108,서울,2024-02-19 18:00,.6,,,,190201
108,서울,2024-02-19 19:00,,9,,,190201
108,서울,2024-02-19 20:00,,9,,,19
108,서울,2024-02-19 21:00,0,,,,19
108,서울,2024-02-19 22:00,,9,,,02
108,서울,2024-02-19 23:00,,9,,,
108,서울,2024-02-20 00:00,0,,,,02
108,서울,2024-02-20 02:00,,9,,,1901
108,서울,2024-02-20 03:00,.3,,,,1901
108,서울,2024-02-20 04:00,,9,,,1901
108,서울,2024-02-20 05:00,,9,,,
108,서울,2024-02-20 06:00,0,,,,
108,서울,2024-02-20 07:00,,9,,,
108,서울,2024-02-20 08:00,,9,,,19
108,서울,2024-02-20 09:00,,9,,,19
108,서울,2024-02-20 10:00,,9,,,19
108,서울,2024-02-20 11:00,,9,,,19
108,서울,2024-02-20 12:00,,9,,,19
108,서울,2024-02-20 13:00,,9,,,19
108,서울,2024-02-20 14:00,,9,,,1901
108,서울,2024-02-20 15:00,0,,,,01
108,서울,2024-02-20 16:00,,9,,,01
108,서울,2024-02-20 17:00,,9,,,01
108,서울,2024-02-20 18:00,1.8,,,,01
108,서울,2024-02-20 19:00,,9,,,01
108,서울,2024-02-20 20:00,,9,,,01
108,서울,2024-02-20 21:00,.5,,,,02
108,서울,2024-02-20 22:00,,9,,,
108,서울,2024-02-20 23:00,,9,,,01
108,서울,2024-02-21 00:00,0,,,,01
108,서울,2024-02-21 01:00,,9,,,01
108,서울,2024-02-21 02:00,,9,,,01
108,서울,2024-02-21 03:00,0,,,,01
108,서울,2024-02-21 04:00,,9,,,01
108,서울,2024-02-21 05:00,,9,,,01
108,서울,2024-02-21 06:00,3.5,,,,01
108,서울,2024-02-21 07:00,,9,,,1901
108,서울,2024-02-21 08:00,,9,,,1901
108,서울,2024-02-21 09:00,2.9,,,,01
108,서울,2024-02-21 10:00,,9,,,01
108,서울,2024-02-21 11:00,,9,,,01
108,서울,2024-02-21 12:00,1.9,,,,0601
108,서울,2024-02-21 13:00,,9,,,1906
108,서울,2024-02-21 14:00,,9,,,1906
108,서울,2024-02-21 15:00,2.7,,,,1906
108,서울,2024-02-21 16:00,,9,,,06
108,서울,2024-02-21 17:00,,9,,,06
108,서울,2024-02-21 18:00,.9,,,,190605
108,서울,2024-02-21 19:00,,9,.4,,1905
108,서울,2024-02-21 20:00,,9,1.1,,1905
108,서울,2024-02-21 21:00,3.2,,2.1,2.1,1905
108,서울,2024-02-21 22:00,,9,2.9,,1905
108,서울,2024-02-21 23:00,,9,3.8,,1905
108,서울,2024-02-22 00:00,2.7,,5.2,3.1,1905
108,서울,2024-02-22 01:00,,9,7,,1905
108,서울,2024-02-22 02:00,,9,8.5,,1905
108,서울,2024-02-22 03:00,4,,9.8,4.6,1905
108,서울,2024-02-22 04:00,,9,12,,1905
108,서울,2024-02-22 05:00,,9,13.2,,1905
108,서울,2024-02-22 06:00,4.3,,13.7,3.9,1905
108,서울,2024-02-22 07:00,,9,13.8,,1905
108,서울,2024-02-22 08:00,,9,13.8,,1905
108,서울,2024-02-22 09:00,.5,,13.6,.1,
108,서울,2024-02-22 10:00,,9,13.5,,
108,서울,2024-02-22 11:00,,9,13,,
108,서울,2024-02-22 12:00,0,,13,,05
108,서울,2024-02-22 13:00,,9,12.4,,05
108,서울,2024-02-22 14:00,,9,11.8,,
108,서울,2024-02-22 15:00,0,,11.1,,05
108,서울,2024-02-22 16:00,,9,10.9,,05
108,서울,2024-02-22 17:00,,9,10.5,,05
108,서울,2024-02-22 18:00,0,,10.4,,05
108,서울,2024-02-22 19:00,,9,10.4,,05
108,서울,2024-02-22 20:00,,9,10.4,,05
108,서울,2024-02-22 21:00,0,,10.3,,05
108,서울,2024-02-22 22:00,,9,10.3,,05
108,서울,2024-02-22 23:00,,9,10,,05
108,서울,2024-02-23 00:00,0,,10.2,.5,05
108,서울,2024-02-23 01:00,,9,10,,05
108,서울,2024-02-23 02:00,,9,10.1,,05
108,서울,2024-02-23 03:00,.4,,10,.3,05
108,서울,2024-02-23 04:00,,9,10,,05
108,서울,2024-02-23 05:00,,9,10,,
108,서울,2024-02-23 06:00,0,,9.9,,
108,서울,2024-02-23 07:00,,9,9.9,,
108,서울,2024-02-23 08:00,,9,9.9,,
108,서울,2024-02-23 09:00,,9,9.9,,
108,서울,2024-02-23 10:00,,9,9.9,,
108,서울,2024-02-23 11:00,,9,9.8,,
108,서울,2024-02-23 12:00,,9,8.5,,
108,서울,2024-02-23 13:00,,9,6.9,,
108,서울,2024-02-23 14:00,,9,5,,
108,서울,2024-02-23 15:00,,9,3.1,,
108,서울,2024-02-23 16:00,,9,2.1,,
108,서울,2024-02-23 17:00,,9,2,,
108,서울,2024-02-23 18:00,,9,2,,
108,서울,2024-02-23 19:00,,9,2,,
108,서울,2024-02-23 20:00,,9,2,,
108,서울,2024-02-23 21:00,,9,2,,
108,서울,2024-02-23 22:00,,9,2,,
108,서울,2024-02-23 23:00,,9,2,,
108,서울,2024-02-24 00:00,,9,2,,
108,서울,2024-02-24 01:00,,,2,,
108,서울,2024-02-24 02:00,,,2,,
108,서울,2024-02-24 03:00,,,2,,
108,서울,2024-02-24 04:00,,,2,,
108,서울,2024-02-24 05:00,,,2,,
108,서울,2024-02-24 06:00,,,2,,
108,서울,2024-02-24 07:00,,,2,,
108,서울,2024-02-24 08:00,,,2,,
108,서울,2024-02-24 09:00,,,2,,
108,서울,2024-02-24 10:00,,,2,,
108,서울,2024-02-24 11:00,,,1.8,,
108,서울,2024-02-24 12:00,,,1.5,,
108,서울,2024-02-24 13:00,,,1,,
108,서울,2024-02-24 18:00,0,,,,01
108,서울,2024-02-24 19:00,,9,,,1901
108,서울,2024-02-24 20:00,,9,,,1901
108,서울,2024-02-24 21:00,1.3,,,,190601
108,서울,2024-02-24 22:00,,9,,,1906
108,서울,2024-02-24 23:00,,9,,,1906
108,서울,2024-02-25 00:00,1,,,,1906
108,서울,2024-02-25 01:00,,9,,,1906
108,서울,2024-02-25 02:00,,9,,,1906
108,서울,2024-02-25 03:00,.8,,,,190605
108,서울,2024-02-25 04:00,,9,,,1905
108,서울,2024-02-25 05:00,,9,,,1905
108,서울,2024-02-25 06:00,.8,,,,1905
108,서울,2024-02-25 07:00,,9,.2,,1905
108,서울,2024-02-25 08:00,,9,.2,,1905
108,서울,2024-02-25 09:00,.2,,.1,.2,190605
108,서울,2024-02-25 10:00,,9,,,06
108,서울,2024-02-25 11:00,,9,,,06
108,서울,2024-02-25 12:00,0,,,,
108,서울,2024-02-25 13:00,,9,,,
108,서울,2024-02-25 14:00,,9,,,
108,서울,2024-02-25 15:00,,9,,,
108,서울,2024-02-25 16:00,,9,,,
108,서울,2024-02-25 17:00,,9,,,
108,서울,2024-02-25 18:00,,9,,,
108,서울,2024-02-25 19:00,,9,,,
108,서울,2024-02-25 20:00,,9,,,
108,서울,2024-02-25 21:00,,9,,,
108,서울,2024-02-25 22:00,,9,,,
108,서울,2024-02-25 23:00,,9,,,
108,서울,2024-02-26 00:00,,9,,,
108,서울,2024-02-26 03:00,,,,,19
108,서울,2024-02-26 04:00,,,,,19
108,서울,2024-02-26 05:00,,,,,19
108,서울,2024-02-26 06:00,,,,,19
108,서울,2024-02-26 07:00,,,,,19
108,서울,2024-02-26 08:00,,,,,19
108,서울,2024-02-26 09:00,,,,,19
108,서울,2024-02-29 02:00,,,,,19
108,서울,2024-02-29 03:00,,,,,19
108,서울,2024-02-29 04:00,,,,,19
108,서울,2024-02-29 05:00,,,,,19
108,서울,2024-02-29 06:00,,,,,19
108,서울,2024-02-29 07:00,,,,,19
108,서울,2024-02-29 08:00,,,,,19
108,서울,2024-02-29 17:00,,,,,40
108,서울,2024-02-29 18:00,,,,,40
108,서울,2024-02-29 20:00,,,,,40
108,서울,2024-02-29 21:00,,,,,40
108,서울,2024-02-29 22:00,,,,,40
108,서울,2024-03-02 13:00,,9,,,05
108,서울,2024-03-02 14:00,,9,,,
108,서울,2024-03-02 15:00,0,,,,
108,서울,2024-03-02 16:00,,9,,,
108,서울,2024-03-02 17:00,,9,,,
108,서울,2024-03-02 18:00,,9,,,
108,서울,2024-03-02 19:00,,9,,,
108,서울,2024-03-02 20:00,,9,,,05
108,서울,2024-03-02 21:00,0,,,,05
108,서울,2024-03-02 22:00,,9,,,
108,서울,2024-03-02 23:00,,9,,,
108,서울,2024-03-03 00:00,,9,,,19
108,서울,2024-03-03 01:00,,,,,19
108,서울,2024-03-03 02:00,,,,,19
108,서울,2024-03-03 03:00,,,,,19
108,서울,2024-03-03 04:00,,,,,19
108,서울,2024-03-03 05:00,,,,,19
108,서울,2024-03-03 06:00,,,,,19
108,서울,2024-03-03 07:00,,,,,19
108,서울,2024-03-03 08:00,,,,,19
108,서울,2024-03-03 09:00,,,,,19
108,서울,2024-03-03 10:00,,,,,4019
108,서울,2024-03-03 11:00,,,,,40
108,서울,2024-03-03 12:00,,,,,40
108,서울,2024-03-03 13:00,,,,,40
108,서울,2024-03-03 14:00,,,,,40
108,서울,2024-03-03 15:00,,,,,40
108,서울,2024-03-03 16:00,,,,,40
108,서울,2024-03-03 17:00,,,,,40
108,서울,2024-03-03 18:00,,,,,40
108,서울,2024-03-03 19:00,,,,,40
108,서울,2024-03-03 20:00,,,,,40
108,서울,2024-03-03 21:00,,,,,40
108,서울,2024-03-03 22:00,,,,,40
108,서울,2024-03-03 23:00,,,,,4019
108,서울,2024-03-04 00:00,,,,,19
108,서울,2024-03-04 01:00,,,,,19
108,서울,2024-03-04 02:00,,,,,19
108,서울,2024-03-04 03:00,,,,,19
108,서울,2024-03-04 04:00,,,,,19
108,서울,2024-03-04 05:00,,,,,19
108,서울,2024-03-04 06:00,,,,,19
108,서울,2024-03-07 05:00,,9,,,05
108,서울,2024-03-07 06:00,0,,,,05
108,서울,2024-03-07 07:00,,9,,,
108,서울,2024-03-07 08:00,,9,,,
108,서울,2024-03-07 09:00,,9,,,
108,서울,2024-03-07 10:00,,9,,,
108,서울,2024-03-07 11:00,,9,,,01
108,서울,2024-03-07 12:00,0,,,,0601
108,서울,2024-03-07 13:00,,9,,,06
108,서울,2024-03-07 14:00,,9,,,
108,서울,2024-03-07 15:00,0,,,,01
108,서울,2024-03-07 16:00,,9,,,191001
108,서울,2024-03-07 17:00,,9,,,1901
108,서울,2024-03-07 18:00,2.1,,,,
108,서울,2024-03-07 19:00,,9,,,
108,서울,2024-03-07 20:00,,9,,,
108,서울,2024-03-07 21:00,,9,,,
108,서울,2024-03-07 22:00,,9,,,
108,서울,2024-03-07 23:00,,9,,,
108,서울,2024-03-08 00:00,,9,,,
108,서울,2024-03-08 06:00,,,,,40
108,서울,2024-03-08 07:00,,,,,40
108,서울,2024-03-08 08:00,,,,,40
108,서울,2024-03-08 09:00,,,,,40
108,서울,2024-03-12 07:00,,9,,,01
108,서울,2024-03-12 08:00,,9,,,01
108,서울,2024-03-12 09:00,.3,,,,1901
108,서울,2024-03-12 10:00,,9,,,1901
108,서울,2024-03-12 11:00,,9,,,
108,서울,2024-03-12 12:00,.1,,,,
108,서울,2024-03-12 13:00,,9,,,
108,서울,2024-03-12 14:00,,9,,,01
108,서울,2024-03-12 15:00,0,,,,01
108,서울,2024-03-12 16:00,,9,,,1301
108,서울,2024-03-12 17:00,,9,,,01
108,서울,2024-03-12 18:00,1.7,,,,01
108,서울,2024-03-12 19:00,,9,,,19
108,서울,2024-03-12 20:00,,9,,,19
108,서울,2024-03-12 21:00,,9,,,19
108,서울,2024-03-12 22:00,,9,,,19
108,서울,2024-03-12 23:00,,9,,,
108,서울,2024-03-13 00:00,,9,,,
108,서울,2024-03-14 01:00,,,,,40
108,서울,2024-03-14 02:00,,,,,40
108,서울,2024-03-14 03:00,,,,,40
108,서울,2024-03-14 04:00,,,,,40
108,서울,2024-03-14 05:00,,,,,40
108,서울,2024-03-14 06:00,,,,,4019
108,서울,2024-03-14 07:00,,,,,19
108,서울,2024-03-14 08:00,,,,,19
108,서울,2024-03-14 09:00,,,,,19
108,서울,2024-03-14 10:00,,,,,19
108,서울,2024-03-14 11:00,,,,,4019
108,서울,2024-03-14 12:00,,,,,40
108,서울,2024-03-14 14:00,,,,,40
108,서울,2024-03-14 15:00,,,,,40
108,서울,2024-03-14 22:00,,,,,40
108,서울,2024-03-14 23:00,,,,,40
108,서울,2024-03-15 00:00,,,,,40
108,서울,2024-03-15 01:00,,,,,4019
108,서울,2024-03-15 02:00,,,,,19
108,서울,2024-03-15 03:00,,,,,19
108,서울,2024-03-15 04:00,,,,,19
108,서울,2024-03-15 05:00,,,,,19
108,서울,2024-03-15 06:00,,,,,19
108,서울,2024-03-15 07:00,,,,,19
108,서울,2024-03-15 08:00,,,,,19
108,서울,2024-03-15 09:00,,,,,19
108,서울,2024-03-15 10:00,,,,,19
108,서울,2024-03-15 11:00,,,,,40
108,서울,2024-03-15 12:00,,,,,40
108,서울,2024-03-15 19:00,,,,,40
108,서울,2024-03-15 20:00,,,,,40
108,서울,2024-03-15 21:00,,,,,40
108,서울,2024-03-15 22:00,,,,,40
108,서울,2024-03-15 23:00,,,,,40
108,서울,2024-03-16 00:00,,,,,4019
108,서울,2024-03-16 01:00,,,,,19
108,서울,2024-03-16 02:00,,,,,19
108,서울,2024-03-16 03:00,,,,,19
108,서울,2024-03-16 04:00,,,,,19
108,서울,2024-03-16 05:00,,,,,19
108,서울,2024-03-16 06:00,,,,,19
108,서울,2024-03-16 07:00,,,,,19
108,서울,2024-03-16 08:00,,,,,19
108,서울,2024-03-16 09:00,,,,,19
108,서울,2024-03-16 10:00,,,,,4019
108,서울,2024-03-16 11:00,,,,,40
108,서울,2024-03-16 12:00,,,,,40
108,서울,2024-03-16 13:00,,,,,40
108,서울,2024-03-17 06:00,.1,,,,1901
108,서울,2024-03-17 07:00,,9,,,1901
108,서울,2024-03-17 08:00,,9,,,19
108,서울,2024-03-17 09:00,0,,,,19
108,서울,2024-03-17 10:00,,9,,,19
108,서울,2024-03-17 11:00,,9,,,42
108,서울,2024-03-17 12:00,,9,,,42
108,서울,2024-03-17 13:00,,9,,,42
108,서울,2024-03-17 14:00,,9,,,42
108,서울,2024-03-17 15:00,,9,,,42
108,서울,2024-03-17 16:00,,9,,,42
108,서울,2024-03-17 17:00,,9,,,42
108,서울,2024-03-17 18:00,,9,,,42
108,서울,2024-03-17 19:00,,9,,,42
108,서울,2024-03-17 20:00,,9,,,
108,서울,2024-03-17 21:00,,9,,,
108,서울,2024-03-17 22:00,,9,,,
108,서울,2024-03-17 23:00,,9,,,
108,서울,2024-03-18 00:00,,9,,,
108,서울,2024-03-19 08:00,,9,,,01
108,서울,2024-03-19 09:00,0,,,,
108,서울,2024-03-19 10:00,,9,,,
108,서울,2024-03-19 11:00,,9,,,01
108,서울,2024-03-19 12:00,.2,,,,01
108,서울,2024-03-19 13:00,,9,,,40
108,서울,2024-03-19 14:00,,9,,,40
108,서울,2024-03-19 15:00,,9,,,40
108,서울,2024-03-19 16:00,,9,,,40
108,서울,2024-03-19 17:00,,9,,,
108,서울,2024-03-19 18:00,,9,,,40
108,서울,2024-03-19 19:00,,9,,,40
108,서울,2024-03-19 20:00,,9,,,40
108,서울,2024-03-19 21:00,,9,,,40
108,서울,2024-03-19 22:00,,9,,,
108,서울,2024-03-19 23:00,,9,,,01
108,서울,2024-03-20 00:00,0,,,,
108,서울,2024-03-22 16:00,,9,,,01
108,서울,2024-03-22 17:00,,9,,,01
108,서울,2024-03-22 18:00,.1,,,,01
108,서울,2024-03-22 19:00,,9,,,01
108,서울,2024-03-22 20:00,,9,,,1901
108,서울,2024-03-22 21:00,4.8,,,,1901
108,서울,2024-03-22 22:00,,9,,,1901
108,서울,2024-03-22 23:00,,9,,,01
108,서울,2024-03-23 00:00,.5,,,,1901
108,서울,2024-03-23 01:00,,9,,,1901
108,서울,2024-03-23 02:00,,9,,,1902
108,서울,2024-03-23 03:00,.1,,,,1902
108,서울,2024-03-23 04:00,,9,,,1902
108,서울,2024-03-23 05:00,,9,,,19
108,서울,2024-03-23 06:00,0,,,,19
108,서울,2024-03-23 07:00,,9,,,19
108,서울,2024-03-23 08:00,,9,,,19
108,서울,2024-03-23 09:00,,9,,,19
108,서울,2024-03-23 10:00,,9,,,19
108,서울,2024-03-23 11:00,,9,,,19
108,서울,2024-03-23 12:00,,9,,,4019
108,서울,2024-03-23 13:00,,9,,,40
108,서울,2024-03-23 14:00,,9,,,
108,서울,2024-03-23 15:00,,9,,,
108,서울,2024-03-23 16:00,,9,,,
108,서울,2024-03-23 17:00,,9,,,
108,서울,2024-03-23 18:00,,9,,,
108,서울,2024-03-23 19:00,,9,,,
108,서울,2024-03-23 20:00,,9,,,
108,서울,2024-03-23 21:00,,9,,,
108,서울,2024-03-23 22:00,,9,,,
108,서울,2024-03-23 23:00,,9,,,
108,서울,2024-03-24 00:00,,9,,,
108,서울,2024-03-25 13:00,,9,,,01
108,서울,2024-03-25 14:00,,9,,,01
108,서울,2024-03-25 15:00,2.2,,,,01
108,서울,2024-03-25 16:00,,9,,,01
108,서울,2024-03-25 17:00,,9,,,01
108,서울,2024-03-25 18:00,.7,,,,01
108,서울,2024-03-25 19:00,,9,,,01
108,서울,2024-03-25 20:00,,9,,,01
108,서울,2024-03-25 21:00,1.1,,,,01
108,서울,2024-03-25 22:00,,9,,,01
108,서울,2024-03-25 23:00,,9,,,01
108,서울,2024-03-26 00:00,1.1,,,,01
108,서울,2024-03-26 01:00,,9,,,01
108,서울,2024-03-26 02:00,,9,,,01
108,서울,2024-03-26 03:00,4.1,,,,01
108,서울,2024-03-26 04:00,,9,,,1901
108,서울,2024-03-26 05:00,,9,,,1901
108,서울,2024-03-26 06:00,4.3,,,,01
108,서울,2024-03-26 07:00,,9,,,01
108,서울,2024-03-26 08:00,,9,,,01
108,서울,2024-03-26 09:00,3.1,,,,01
108,서울,2024-03-26 10:00,,9,,,01
108,서울,2024-03-26 11:00,,9,,,01
108,서울,2024-03-26 12:00,0,,,,
108,서울,2024-03-26 13:00,,9,,,
108,서울,2024-03-26 14:00,,9,,,
108,서울,2024-03-26 15:00,,9,,,
108,서울,2024-03-26 16:00,,9,,,
108,서울,2024-03-26 17:00,,9,,,
108,서울,2024-03-26 18:00,,9,,,
108,서울,2024-03-26 19:00,,9,,,
108,서울,2024-03-26 20:00,,9,,,
108,서울,2024-03-26 21:00,,9,,,
108,서울,2024-03-26 22:00,,9,,,
108,서울,2024-03-26 23:00,,9,,,
108,서울,2024-03-27 00:00,,9,,,
108,서울,2024-03-28 05:00,,9,,,01
108,서울,2024-03-28 06:00,1.1,,,,1901
108,서울,2024-03-28 07:00,,9,,,1901
108,서울,2024-03-28 08:00,,9,,,1901
108,서울,2024-03-28 09:00,.4,,,,1901
108,서울,2024-03-28 10:00,,9,,,1901
108,서울,2024-03-28 11:00,,9,,,1901
108,서울,2024-03-28 12:00,0,,,,01
108,서울,2024-03-28 13:00,,9,,,01
108,서울,2024-03-28 14:00,,9,,,01
108,서울,2024-03-28 15:00,0,,,,01
108,서울,2024-03-28 16:00,,9,,,
108,서울,2024-03-28 17:00,,9,,,
108,서울,2024-03-28 18:00,,9,,,
108,서울,2024-03-28 19:00,,9,,,01
108,서울,2024-03-28 20:00,,9,,,1901
108,서울,2024-03-28 21:00,.4,,,,1901
108,서울,2024-03-28 22:00,,9,,,19
108,서울,2024-03-28 23:00,,9,,,19
108,서울,2024-03-29 00:00,,9,,,4219
108,서울,2024-03-29 01:00,,,,,4219
108,서울,2024-03-29 02:00,,,,,4219
108,서울,2024-03-29 03:00,,,,,4219
108,서울,2024-03-29 04:00,,,,,4219
108,서울,2024-03-29 05:00,,,,,4219
108,서울,2024-03-29 06:00,,,,,4219
108,서울,2024-03-29 07:00,,,,,4219
108,서울,2024-03-29 08:00,,,,,4219
108,서울,2024-03-29 09:00,,,,,4219
108,서울,2024-03-29 10:00,,9,,,421901
108,서울,2024-03-29 11:00,,9,,,421901
108,서울,2024-03-29 12:00,1.4,,,,421901
108,서울,2024-03-29 13:00,,9,,,42190201
108,서울,2024-03-29 14:00,,9,,,42190201
108,서울,2024-03-29 15:00,0,,,,19
108,서울,2024-03-29 16:00,,9,,,19
108,서울,2024-03-29 17:00,,9,,,4019
108,서울,2024-03-29 18:00,,9,,,4240
108,서울,2024-03-29 19:00,,9,,,42
108,서울,2024-03-29 20:00,,9,,,42
108,서울,2024-03-29 21:00,,9,,,42
108,서울,2024-03-29 22:00,,9,,,42
108,서울,2024-03-29 23:00,,9,,,42
108,서울,2024-03-30 00:00,,9,,,42
108,서울,2024-03-30 01:00,,,,,42
108,서울,2024-03-30 02:00,,,,,42
108,서울,2024-03-30 03:00,,,,,42
108,서울,2024-03-30 04:00,,,,,42
108,서울,2024-03-30 05:00,,,,,42
108,서울,2024-03-30 06:00,,,,,42
108,서울,2024-03-30 07:00,,,,,42
108,서울,2024-03-30 08:00,,,,,42
108,서울,2024-03-30 09:00,,,,,42
108,서울,2024-03-30 10:00,,,,,42
108,서울,2024-03-30 11:00,,,,,42
108,서울,2024-03-30 12:00,,,,,42
108,서울,2024-03-30 13:00,,,,,42
108,서울,2024-03-30 14:00,,,,,42
108,서울,2024-03-30 15:00,,,,,42
108,서울,2024-03-30 16:00,,,,,42
108,서울,2024-03-30 17:00,,,,,42
108,서울,2024-03-30 18:00,,,,,42
108,서울,2024-03-30 19:00,,,,,42
108,서울,2024-03-30 20:00,,,,,42
108,서울,2024-03-30 21:00,,,,,42
108,서울,2024-03-30 22:00,,,,,42
108,서울,2024-03-30 23:00,,,,,42
108,서울,2024-03-31 09:00,,9,,,
108,서울,2024-04-03 12:00,0,,,,01
108,서울,2024-04-03 13:00,0,,,,01
108,서울,2024-04-03 14:00,,9,,,
108,서울,2024-04-03 15:00,,9,,,
108,서울,2024-04-03 16:00,,9,,,
108,서울,2024-04-03 17:00,,9,,,
108,서울,2024-04-03 18:00,,9,,,
108,서울,2024-04-03 19:00,,9,,,
108,서울,2024-04-03 20:00,,9,,,
108,서울,2024-04-03 21:00,,9,,,
108,서울,2024-04-03 22:00,,9,,,
108,서울,2024-04-03 23:00,,9,,,
108,서울,2024-04-04 00:00,,9,,,
108,서울,2024-04-06 04:00,,,,,40
108,서울,2024-04-06 05:00,,,,,40
108,서울,2024-04-06 06:00,,,,,4019
108,서울,2024-04-06 07:00,,,,,19
108,서울,2024-04-06 08:00,,,,,19
108,서울,2024-04-06 09:00,,,,,19
108,서울,2024-04-06 10:00,,,,,4019
108,서울,2024-04-11 08:00,0,,,,01
108,서울,2024-04-11 09:00,0,,,,01
108,서울,2024-04-11 10:00,,9,,,
108,서울,2024-04-11 11:00,,9,,,
108,서울,2024-04-11 12:00,,9,,,
108,서울,2024-04-11 13:00,,9,,,
108,서울,2024-04-11 14:00,,9,,,
108,서울,2024-04-11 15:00,,9,,,
108,서울,2024-04-11 16:00,,9,,,
108,서울,2024-04-11 17:00,,9,,,
108,서울,2024-04-11 18:00,,9,,,
108,서울,2024-04-11 19:00,,9,,,
108,서울,2024-04-11 20:00,,9,,,
108,서울,2024-04-11 21:00,,9,,,
108,서울,2024-04-11 22:00,,9,,,
108,서울,2024-04-11 23:00,,9,,,
108,서울,2024-04-12 00:00,,9,,,
108,서울,2024-04-12 08:00,,,,,40
108,서울,2024-04-12 09:00,,,,,40
108,서울,2024-04-12 10:00,,,,,40
108,서울,2024-04-15 08:00,0,,,,01
108,서울,2024-04-15 09:00,1.9,,,,1901
108,서울,2024-04-15 10:00,7.1,,,,1901
108,서울,2024-04-15 11:00,4.2,,,,1901
108,서울,2024-04-15 12:00,.3,,,,01
108,서울,2024-04-15 13:00,.6,,,,1901
108,서울,2024-04-15 14:00,2,,,,1901
108,서울,2024-04-15 15:00,.3,,,,1901
108,서울,2024-04-15 16:00,.2,,,,1901
108,서울,2024-04-15 17:00,.4,,,,1901
108,서울,2024-04-15 18:00,.1,,,,1901
108,서울,2024-04-15 19:00,0,,,,1901
